,label,text,id,count_chars,count_words,count_sentences,count_emojis,count_at,count_hash,count_words_avg,count_sentences_avg,text_length
4369,0,"I didn't, just asked your basis for averring such. Do you have a medical/educational background? Are you transgender so you have personal experience? Really, just trying to understand what prompts you to make the statements you have.",aa29ea11e26,233,37,4,0,False,False,5.324324324324325,9.25,233
4373,0,"Is your bathroom at home split into male/female? When you go to an event or festival do you all use the same ports-potty? It's not about comfort or safety - just discrimination and misunderstanding. Also, I think most arguments are incredibly selfish - YOU don't feel comfortable. I was raised to think of others and their comfort as well as my own. Statistically you are not going to get hurt by a transgender person using a toilet to do a basic human function. Statistically transgender people have high rates of abuse, suicide etc.",7d752972ec3,534,93,7,0,False,False,4.752688172043011,13.285714285714286,534
4375,1,I'll help her with some answers then : there are around 1 million foreigners now in Sweden More than half the population of Malmö ( 3rd biggest city) has foreign background ! This year Sweden let in 2% of the population ( 200 000 people ) run into the country with or without a passport! That would be the equivalent of 5-6 million in the USA ( they are discussing 10 000 coming) For some reason Sweden is the only country in the world that's not allowed to stay Swedish ! In the future good swedes will leave and the lefties will be left to play with the Arabs and Somalians!,4bafb50d25f,576,111,4,0,False,False,4.198198198198198,27.75,576
4381,0,"“Dear Believers! Don’t take the Jews and the Christians as awliyaa’, they are but awliyaa’ of each other. And if any amongst you takes them as awliyaa’, then surely, he is one of them. Verily, God doesn’t guide the oppressors.” (Qur’an, 5:51)",59c0d5f938a,242,42,4,0,False,False,4.785714285714286,10.5,242
4383,0,"No one is forcing you, or anyone else, to marry someone of the same sex. We want people who love one another to be able to marry. Is that so much to ask?",bb36ee440a0,153,33,3,0,False,False,3.6666666666666665,11.0,153
4384,0,"you or anyone else would have to be Adonis to even catch my eye if I were in any kind of battle for my life. Of course, I can't speak for anyone else...;-)",8509e4a4b72,155,33,2,0,False,False,3.727272727272727,16.5,155
4395,1,These people havnt took the hint that europe is putting up fences that means ur not wanted but they try to break through then what they still wont be looked after .if some one breaks down ur front door ur hardly going to ask them to stay for tea are you,650cd5aebe1,253,51,1,0,False,False,3.980392156862745,51.0,253
4401,0,"Ignorance is no excuse, I worked with a Transgender woMAN, who was tougher than any Man I know.. As I say it's ignorance and discrimination that is the problem.",dd56a369b71,160,29,1,0,False,False,4.551724137931035,29.0,160
4402,0,it' the biggest human crisis in Europe since the WW2... FACT. and by the way... a word from a veteran - PERSPECTIVE https://www.facebook.com/chris.herbert6420/posts/10153191869156434?fref=nf&pnref=story,4c545956d38,202,23,3,0,False,False,7.826086956521739,7.666666666666667,202
4404,0,"Sue I gave you some information about things that i'm obliged to do, no one owns the others, All what i have mentioned above is my duties , plus if she even asked for divorce and she got it , i'm obliged to spend money on her until she gets married again ,",1aac3988371,256,53,1,0,False,False,3.849056603773585,53.0,256
4410,1,"It's sad that the first thing they do when they reach safety,is turn the country that gave them shelter into a shit hole by strewing their rubbish everywhere.Did they live like that at home,or are they just showing their gratitude.A good motto for them would be ""Bin it to be in it""",a34b979788a,282,52,1,0,False,False,4.4423076923076925,52.0,282
4412,0,They didn't mind when black soldiers fought in WWII... But mad as all hell when they came back and expected to be treated like a regular citizen. These of the types of people upholding this nonsense.,258e3965b58,199,36,3,0,False,False,4.555555555555555,12.0,199
4414,1,"Slowly and surely they drew their plans against us HG Wells ""War of the Worlds"" This is just the beginning of the creation of a greater Middle East. The locusts have decimated their own countries and now they come here to do the same. Europe needs to stand united against them.",66c72479e33,277,51,3,0,False,False,4.450980392156863,17.0,277
4417,1,"well Paul Jervis, your soul is the very life force that animates your body, those whose souls have departed their bodies are DEAD, but since you are able to send me these repugnant replies, i would say that life force enabling you to be animated is proof enough that the soul exists",a196f31eff2,282,52,1,0,False,False,4.4423076923076925,52.0,282
4419,1,"Fuck Swedes. You cowardly losers deserve to have your country decimated. No wonder you're the laughing stock of the world. You can pretend we're small all you want, but you're lying to yourselves, and we are coming, in ALL nations.",4d333ffa351,231,40,4,0,False,False,4.8,10.0,231
4421,1,"this may seem very un christian (for that Im sorry) but why when any of these people drown, is it women and children?? Probably because the men have the bloody life jackets.................",ebd2dec6fba,189,32,2,0,False,False,4.9375,16.0,189
4423,1,"It's funny how your government makes you obsessed with immigration while silently taking away all your rights and privileges as citizens. They like to blame immigrants for all their failures as the leadership. While people on the bottom fight and argue with each other (locals vs immigrants, whites vs blacks, Muslims vs non-Muslims), your elite is seizing power and removing your only real power which is spending power. They are pushing house prices out of your reach so there's fewer landlords to control, the rest of people are pushed into a lifetime debt (payday loans, massive mortgages for those who can afford them, student loans at £9000 a year, energy prices up by 10% every year, less national healthcare so you pay privately etc..). Do you really think that when you leave the eu (the only body that protects your rights from becoming peasants and serving the elite in 'new monarchy') will somehow magically change your country into a promised land ? Ever heard of foreign business, foreign investment, globalisation, British exports and what really drives UKs economy (finance and business management)? It makes me laugh to see so many 'immigration experts' without any economic or business understanding whatsoever.",defc53c5458,1229,199,7,0,False,False,5.180904522613066,28.428571428571427,1229
4428,0,The reasons why 50% of nurses and doctors are foreign is to deal with the influx of large amounts of immigration since 204 . If you removed 50% of those immigrants and then reduced immigration to pre 90s levels then those foreign doctors and nurses would become surplus to requirement,4883898d680,284,50,2,0,False,False,4.7,25.0,284
4430,1,"as a biology student (if you are) you should know what normal male and females look like. If you don't, you have a very serious problem and you should seriously consider changing courses!",323861e2527,187,33,2,0,False,False,4.696969696969697,16.5,187
4432,0,"Violence is not the answer. But why is this even a vote? You shouldn't have a vote on something that should be a basic right for everyone. If a straight couple can get married, why shouldn't a gay couple? It's not like it directly affects anyone except those getting married... It's sad that a first world country is so behind on basic equality 😔",1369cc32928,346,64,6,1,False,False,4.421875,10.666666666666666,346
4434,0,"I realise that I look at things dfferently to others so here's my humble thoughts ... another way of looking at things. I am a mental health clinician and have contact with asylum seekers. I also see the struggles they have. These people want their home lands and their families, they don't want to be westernised and their culture made irrelevant. Many also suffer from PTSD and suffer on a daily basis. I had one man who was suicidal because he was unable to provide for his family in his home country and he could not contact family in UN camps apart from one member whom he was told would not be leaving the camp. This man cannot fit into a foreign society and do all he needs to to do this successfully when he cannot cope with his immense loss. IMHO I sincerely think we need to stop looking at these situations from our own points of reference and look at them from their perspective. What do they want and need. It's not being displaced and moved to foreign lands with little to no family. You see, cultures outside of western influence appear to value family relationships much more than we do. Look around us at our neighbours - the only extended families are those immigrants who could afford to come her and wanted to. Instead of putting a bandage on a haemorrhage, why don't we fix the problem. Instead of spending all that money to resettle people all around the world, why don't governments join together to despose those in power and causing this crisis. It wold make more sense to get rid of the problem and let people live in their country with their culture and family. I have much more thought on this but this is the gist of it. At the end of the day we westerners do what we would want, maybe we should ask what they want and need. cheers",759e0ece8fb,1760,327,18,0,False,False,4.385321100917431,18.166666666666668,1760
4438,1,In two years these migrants will be thinking of building pressure cooker bombs. They will NEVER integrate. We will have arab ghettos and arab schools. Look what is already happening in France. Wake up Europe !!,4aad6ea1259,210,36,6,0,False,False,4.861111111111111,6.166666666666667,210
4443,0,"*shrug* McHugh's research has been thoroughly discredited or superseded by better more recent research. He hasn't been regarded as an authority on the subject for decades now. But sure, by all means, continue living in the past if that's your thing.",261770448cb,249,41,3,0,False,False,5.097560975609756,13.666666666666666,249
4444,1,"Holy moly you guys are idiots. You are the same morons who say ""I don't mind gay people, I just don't want to see it"" imagine living somewhere where everyone has the same thoughts. From what I can see it's usual mix of white males who in their life haven't experienced segregation.",2e59fc53841,281,52,3,0,False,False,4.423076923076923,17.333333333333332,281
4446,0,"@deb I agree about that people make religion as an excuse to kill and make war . Also I agree that there was a big bang cuz it's mentioned in the Quran which is 1400 y.o ok let's say it's a coincidence. But come do you really believe in this evolution ?? I mean in the world can evolution and outta nowhere make two monkeys one man and one female , one male donkey and a female one , a bull and a horse ?? Like surprisingly just like that?😂",37a1a1993b1,440,90,7,1,True,False,3.9,13.142857142857142,440
4450,0,Anyone would think being gay is something new. Homosexuality had been in human society since before the pyramids were built. Why do people keep going on about it. It is not news any more.,07c9cc2b6e8,187,34,4,0,False,False,4.529411764705882,8.5,187
4451,1,"Ha, what a hypocritical muppet. Regardless of what Trump said, it was completely clear where his government were going to sit on this issue and she promoted him regardless!",8e6b27897c0,172,29,2,0,False,False,4.9655172413793105,14.5,172
4453,1,Why do they so desperately want to pass on to Germany? Surely anywhere is better a war torn country so be happy with that instead of causing mayhem and disruption.,6cc86eeec9e,163,30,2,0,False,False,4.466666666666667,15.0,163
4463,0,"Lol, touché...witty answer. I'm striving to attain the same level of ridicule the British top brass has accomplished. How about pink uniforms too instead of ugly male chauvinist camo?",0b0963a177e,183,29,3,0,False,False,5.344827586206897,9.666666666666666,183
4464,1,"We don't even know who these children are. They don't have any, or reliable, papers. They could be orphans taken along to provide just the sort of cover needed to create sympathy. 70 % of the people storming the EU are able bodied men who shoul be fighting for and protecting their homeland. Traditional refugees are women and children...not men. So they have abandoned their countries, abandoned, who knows how many women, children and elderly to fend for themselves. Cowards or potential terrorists?",75183b6b45d,501,83,7,0,False,False,5.048192771084337,11.857142857142858,501
4470,1,It will all end in tears if not another war between Europeam countries The World must act and act soon against ISIS and Syrian forces destroying their homeland,9ea3dc8a757,159,28,1,0,False,False,4.714285714285714,28.0,159
4474,0,"Do you not understand that babies are born with sexual organs that are not the norm. The doctors have to make a decision on what sex the baby is - and sometimes they can get it wrong. This is not a sexual thing, have some empathy and understand how you would have felt if the doctors had said you were a girl!",a2a302e5f42,309,62,3,0,False,False,4.0,20.666666666666668,309
4477,1,"Umutcan Sarigul Yea slowly as the europe done before in middle east. Now time has come to live with worries for europe like middle east no dear, the western society is not that islamic mess that's the middle east, you can keep killing each other down there, you're not going to do this in Europe, you can count on it.",ec5c13bd8c2,317,60,2,0,False,False,4.3,30.0,317
4478,0,"People who go out of their way to attack and express hate towards gay people on links like this, which are simply just trying to celebrate something, really do make me pity them. To go hurling abuse on articles they don't agree with doesn't make them look any better - it reveals a hideous amount of insecurity within themselves, and makes me genuinely worried that this is actually what some countries are teaching people to believe. Progressive huh?",5547e4d6fa5,451,78,3,0,False,False,4.794871794871795,26.0,451
4481,0,"Look, I don't believe in your God, at all, but if he DOES exist and hates gay people? I have no problem saying fuck him. Maybe God ACTUALLY wants you to challenge these stupid rules, to grow spines, stand up for your brother man and NOT be his slave.",24a9ddae8b2,250,49,3,0,False,False,4.122448979591836,16.333333333333332,250
4484,1,"This level of immigration is unsustainable, even a child could do the maths. Swedes paying extortionate taxes to pay for their own suicide. Good luck to the Swedish Democrats.",0b1e4dadef1,175,29,3,0,False,False,5.068965517241379,9.666666666666666,175
4485,1,"you are an idiot.African style is one of the single greatest treat to western civilization.Did you not read,that Africa is the cradle of human civilization.Your Education is worthless.",5741fa148a5,184,28,1,0,False,False,5.607142857142857,28.0,184
4487,0,"These are the official numbers of migrants in Europe, and their top five countries of origin. From official site of the IOM, International Organization for Migration https://www.iom.int/sites/default/files/infographic/Mediterranean_Update_10Sept2015.pdf",27d0dce0954,253,27,2,0,False,False,8.407407407407407,13.5,253
4493,1,"So Islamic Countries are run on free choice then? Followers of Islam can choose to do anything they like? That's good to know, it's a shame a lot of them don't choose to integrate into the Western Countries they live in!",9ecbcc5d407,220,41,3,0,False,False,4.390243902439025,13.666666666666666,220
4497,0,"Yes normal Pilar Eibeck! Those who accept and embrace our fellow humans in the LGBT community. Not discriminating on the grounds of gender, sexuality etc etc",bdbb0cff322,157,26,3,0,False,False,5.076923076923077,8.666666666666666,157
4498,0,"Sometimes I wish I didn't read comments! Mostly they make me dispair. 1. For the picture and the nice messages. ""Go freedom"" 2. For the haters don't blame god for your hate! The bible also said 'judge not' if god does like something i am sure hate saddens him more than people loving enough to marry.",5c97a236dd7,300,56,7,0,False,False,4.375,8.0,300
4499,0,"It's the case in every county it seems. The same is true along the whole migrant route, maybe for whole of Europe ( not just EU). But I like a good argument, even if proved wrong. So, my hopes were high when someone posted that he checked his facts and shared a document proving me wrong.",303c31050e1,288,56,4,0,False,False,4.160714285714286,14.0,288
4501,1,"There is no such thing as same sex marriage! Dosnt exist! The notion is absurd! What u are talking about are civil unions. They are a differant thing completely! And there are good reasons for that! same sex ""marriage"" such insolence will not be tolerated!",ffecadcc7cb,256,45,7,0,False,False,4.711111111111111,6.428571428571429,256
4508,1,https://www.facebook.com/jasonmillmusic/videos/1023369934361510/ This is actually happening in Hungary! More and more aggressive immigrants are approaching the trains! The passengers are scared! They are throwing things at the trains and houses are being occupied. As you can see: no one and nothing matter... to them,7cd47a75631,317,43,5,0,False,False,6.395348837209302,8.6,317
4512,1,"The sooner we are out of Europe the better, if the beaurocrats of Brussels are so concerned about paying benefits to all and sundry who have no intention of working for them, let them stay in brussels and be paid by the overpaid EU ministers. They will soon change their tune and mind their own business about what we do in the UK.",0196037ab9a,331,63,2,0,False,False,4.26984126984127,31.5,331
4515,1,"Your answer is according to the typical liberal mainstream. Just wait for other's help but doing nothing. Oh yes, we can say you are politically correct, Merkel and the other liberals will applaud for you. Nice! Just forget 1 thing: Croatia shoulnd't check there border? Why do you let come in to the EU the illegal immigrants without any controll? Or do you think that you haven't any responsibilty? Wake up!",c79b275daf3,409,71,8,0,False,False,4.774647887323944,8.875,409
4516,0,"Yeah plenty of sane people yet your country is in headlines everyday for some new obscurity. Be as closed minded and offensive as you like but stop preaching about how great America is, and how free America is and how open America is, because lets be honest, you guys are regressing at a phenomenal rate!",76b388c10f4,304,55,2,0,False,False,4.545454545454546,27.5,304
4526,0,In wars nobody wins countries which were part of coalition forces and NATO are directly responsible for rehabilitation of those people who were uprooted by their military interventions.,9d594761f69,185,28,1,0,False,False,5.642857142857143,28.0,185
4528,1,That is way over the top why is there not a target on such dirt as he is.poor children haven't got a life as long as the scum walks on this earth death penalty.,b3f0c0ac2fe,160,34,1,0,False,False,3.735294117647059,34.0,160
4533,0,"Jag är en ""normal genomsnittlig svensk"" som du hänvisar till ovan och dessutom uppväxt i precis samma samhälle som du själv och skulle då aldrig lägga min röst på SD. Att påstå att SD inte har rasistiska åsikter känns väldigt naivt, har du läst deras partiprogram och många av de motioner de lagt fram? Bara faktumet att de vill registrera alla med utländskt påbrå (även andra generationens invandrare) för att på något sätt påvisa att människor är olika beroende på ""ras"" är väl precis definitionen av rasism? Eller anser du att vi två är olika värda och att min rätt till vistelse i detta land inte är lika stort som ditt? Att mer integration behövs i samhället är inte SD ensamma om att tycka, däremot har de en helt annan agenda än andra. SD vill inte integrera, det vill helt bli av med frågan om integration och skapa ett samhälle utan mångkultur. /En av många rumäner SDU hänvisar till i klippet",ee4950f127a,902,161,7,0,False,False,4.608695652173913,23.0,902
4534,1,"You don't show solidarity by changing your appearance. You show solidarity by commiting meaningful actions. Open a YouTube channel and speak up freely. Host an event at the university in which you teach. Create a Facebook Group or Fan page and start a discussion. Seriously, show solidarity without show-off. Then and only then it will be a true solidarity and not ""how to get attention in 2015"". Same stupid thing with French flags on Facebook... Russian airbus got hit, no one used Russian flag. Thousands die daily in Iran, Iraq and Afghanistan region. Hundreds of thousands flee from different countries to save themselves. Yet, no one has ever worn their flag up. So pretentious..",1c59f4d4f90,685,114,12,0,False,False,5.017543859649122,9.5,685
4535,1,"Rabah...well thought out comment.Too bad it will get lost on these low IQ reactionaries, little Englanders ,and the just plain stupid.They remind me of the Teaparty in the USA ...loud and ignorant.",b2f5cd13c81,197,32,1,0,False,False,5.1875,32.0,197
4555,0,"Delfina Most of them settled in Lebanon? You make it sound so nice. 70% of the 1m Syrian refugees in Lebanon live below the poverty line. Jordan and Lebanon are tiny tiny countries. http://www.un.org/apps/news/story.asp?NewsID=52893#.Vnue_UK0m20 This is not how you describe settled darling. 36% of those entering Europe are children and women. But in your eyes even muslim children are violent. We all know that there are more men entering because the route to europe is risky with lots of people dying. But not to worry, in the UK the figures will be much better as they will be taking families from the camps themselves so the minority will be men.",734844d22a4,651,110,9,0,False,True,4.927272727272728,12.222222222222221,651
4556,1,"that was how obama said nice things but turned out to be the son of perdition,a jihadis apologist,a heterophobia,hate Christians, hate American patriots and a murderer",d38ad0dfa81,167,26,1,0,False,False,5.461538461538462,26.0,167
4557,0,I would rather my taxes went on providing benefits (pittance that they are) to unemployed people from where ever than be used to buy Iain Dickhead Smith new underpants.,e22d27912c5,168,29,1,0,False,False,4.827586206896552,29.0,168
4560,1,"This is just plain stupid. I've got nothing against the LGBT community, but there's no reason whatsoever to shut down many streets for a parade of ""I'm gay, I'm lesbian, I'm bisexual, I'm transgender"". Nobody really cares about your lifestyle except the Christian bible preaching bigots. Have fun, live your life, maybe smoke some bud and stop thinking you have to parade your lifestyle like it's a national holiday.",31c2db1daef,416,69,4,0,False,False,5.043478260869565,17.25,416
4562,1,pls not Come everyone to england / welcome all abroad than here . Send troops for Siria / open fire all terrorist !! Start war and clear bad people his world.,4e5142a5192,158,31,4,0,False,False,4.129032258064516,8.0,158
4566,1,"When people use the word racism I shake my head, why expose yourself so easily? What has this got to do with racism. Why always throw the blame card, guess it is the easy way out of your own responsibility. Regardless of their situation. Is it now suddenly justifiable to pick and choose a country for them?? Defy the laws that are currently in place. So, just because I am a refugee (in hordes) I walk into the country with the best benefits and they must accept me? What has this got to do with racism? Can I walk over the border of a country and say, hey, its the Americans fault, I am a refugee, do what I say and what I want?",db5081e09d6,630,124,9,0,False,False,4.088709677419355,13.777777777777779,630
4574,1,Hold on.....this is the guy that left Turkey after being there for 4 yrs.....then put a life jacket on himself but couldn't have cared less about his wife and children and left them to the elements to DIE because he wanted to go to Greece and get his teeth done! I have a Christmas message for him......get lost and go home and fight for your country stop the sob stories we are done with the tricks you all seem to play.......,acff55f39c0,427,81,2,0,False,False,4.283950617283951,40.5,427
4576,0,"But since people want to commit a red herring and derail the thread, I'll teach everyone a little something about Christianity: https://answersingenesis.org/bible-questions/doesnt-the-bible-support-slavery/",c190f805847,206,22,1,0,False,False,8.409090909090908,22.0,206
4585,0,"You make a group of people second class citizens,deny them basic rights and respect and then wonder why they have a slightly higher than average suicide rate,seriously?",0953a00617d,168,27,1,0,False,False,5.2592592592592595,27.0,168
4586,1,", I don't disregard others opinions but I'm standing by to what I said. Everyone's welcome in my country as long as they are willing to assimilate with regards to local values and culture which majority of Muslim immigrants have failed. And your argument where you have brought up the crusades is pathetic, the best you can do is bring up 12th century events? Do you know which century we currently have? If Islam is going through violent stages then I'd like for it to be going through it in Middle East and Africa, not in Europe where all I care about is the safety of my family and friends.",3b6a4a21871,593,110,5,0,False,False,4.4,22.0,593
4587,1,"It's a muslim invasion. Saudi Arabia has the money, space and a massive air conditioned tent city able to hold them all. Once we are over run with muslims they can start out voting us in council elections then bigger elections and before you know it we will be living in a muslim country and the women will all be forced to wear burkas and all the disgusting things that go on in muslim countries will be going on in European countries. beheadings and stonings en-mass. hasn't Boris Johnson just been replaced by a muslim as mayor of London? And I read that that dead boy on the beach in turkey was staged, and the 'refugees' have been having weapons delivered to them. It's a planned invasion and we need to seal the borders and send those that are here back. Let the Arab nations deal with their own",37b06412219,801,149,8,0,False,False,4.382550335570469,18.625,801
4588,1,"People should mind their own business and keep their life private. It's all about celebrity now, it is fashionable and basically, it sells. Hatred and persecution is wrong. But, if you keep your life private, nobody can attack you. Reading the evil mad lefty comments on Facebook, suggests to me that coming out is the least of your worries. Left love Islam and they love all the evil Marxist agenda that allowed the UK become a target. The Left will attack anyone that thinks differently.",7bf7fefb8e6,489,85,7,0,False,False,4.764705882352941,12.142857142857142,489
4590,0,"If the fence is ready, than the illegal immigrants won't be able to entre Hungary. We have already made it at the Serbian border, that will happen at yours too. So, I suggest you to do something at the border of Serbia - Croatia.",955889b0f0b,229,44,3,0,False,False,4.2272727272727275,14.666666666666666,229
4594,1,"All this pandering to the Muslims does not make all the wrong their fellow worshippers commit right. They need to realise that evil is has overtaken their religion and will destroy Islam, not christianity or NATO. Christmas is for Christians not for Muslims. Stop being a Liberal lightweight and develop a moral sense of fibre.",2228f4846c9,327,55,4,0,False,False,4.963636363636364,13.75,327
4600,0,"Poor lad. I appreciate its gutting you can't blame Trump now. You'll have to take your protests to state level. Personally, theres more important things to worry about in the world than where someone pees. Enjoy your empty protests",4c4bc82b362,231,39,5,0,False,False,4.948717948717949,7.8,231
4601,0,"A good Church is bible based and reflects every aspect of whats written. It does not pick and choose which scripture to follow or disobey to fit into their own lives, or whatever has become acceptable to the world. Its leaders (still human and sinners) are suppose to be the example, so (unfair as it may be) held to a higher standard. Its a complete contradiction and hypocrisy to purposely lead your congregation into beliefs that go against THE WORD you are preaching.",944d4e5ff5b,471,83,4,0,False,False,4.686746987951807,20.75,471
4605,1,"What a media didnt shows you is this. Everybody said they are not happy with hungary but they not happy now with Greek Italy Austria Germany France and this is just few videos what media dont like to show the people. They only shows this kind of things to make us Rassist and xenopob Migrants Riot Greek https://m.youtube.com/watch?v=FN1_f86WSDQ Migrants riot Italy https://m.youtube.com/watch?v=fX73ggsMNEI Migrants Riot Germany Dresden https://m.youtube.com/watch?v=dhy3lZKJs9w Migrants riot France, Paris https://m.youtube.com/watch?v=1y28zkxUtUs Migrants Riot Austria https://m.youtube.com/watch?v=emTB-C6Zz8g Turkey is safe. But the migrants try to get to Greece and Bulgaria. Greece and Bulgaria are safe. But the migrants try to get to Romania and Hungary. Romania and Hungary are safe. But the migrants try to get to Austria. Austria is safe. But migrants try to get to Germany. Germany is safe. But migrants try to get to Sweden. These people are NOT refugees. Refugees are people who get to a safe country and ASK for help; which the country then either supplies if it can, or ASKS other countries to supply if it cannot (which is where we come in). People who arrive in a safe country and decide its not quite what they are after, and so march through safe countries to find one they do want, are NOT refugees. They are economic migrants.",8aed929d737,1349,214,16,0,False,False,5.308411214953271,13.375,1349
4607,1,"are you fucking out of your mind? ""millions of people were forced into labour and men were drafted and sent on the battlefield (I won't even talk about what women were made to do).""?????????? Where is the evidence? Do you even know why there is ""comfort women issue""??????? You're so ignorant lady...I'm furious and speechless.",fb180acec79,327,55,5,0,False,False,4.963636363636364,11.0,327
4613,0,"Not sure how gender is relevant on the battlefield, maybe Trump is worried about the bedazzled spaghetti strap evening gowns and high heels might compromise their performance and location...",ef984e8c46a,190,29,1,0,False,False,5.586206896551724,29.0,190
4614,0,"Just the same bullshit we have to deal with in Germany right now -.- This guys tries to argue without arguments. For example some in germany claim Islam would be the problem, it would be a violant religion however we have from 1990-2015 over 130 confirmed murder with raccist background and the dark figure of crime is over 800 ... In the past 25 years radical germans killed more than migrants did. Ok how about act of violence ... as it turns out migrant boys arround 14-22 behave just like any other ... and if something happened it's primarily attributed to problems in the socialsystem ... Those people just rely on populism.",48bfd4beb5a,630,112,4,0,False,False,4.633928571428571,28.0,630
4618,1,This isn't a question about gender. It's the constant medical treatments and hormone injections that transgenders need which is a costly and inconvenient procedure. Also mental illness is sky high in transgenders (not all but why would you run the risk). Does anybody seriously think that this makes the military stronger?,c26f5d06dc7,322,51,4,0,False,False,5.333333333333333,12.75,322
4619,1,wrong wrong wrong wrong wrong wrong.................judge needs assessing for suitability to make sensible decisions - a 12 year old girl now has a life sentence........ I am ASHAMED to be part of the same species!!!!!!!!!,7d1a2c9b1ab,222,35,3,0,False,False,5.371428571428571,12.0,222
4620,0,"The purpose of these videos are to terrorise the ppl cause they are loosing war. I still think it's a conspiracy of Israel 🇮🇱. Why they never talked about attaching Israel. Infect if you look up on google ""greater israel map"" you will see Isis is attaching the same region",cd63887070b,272,50,4,0,False,False,4.46,12.5,272
4623,1,Giacomo... I am from Iran - living in Iran for almost 32 years... Hear this from me... The third world countries are NOT built by open minded people... once they come into your country they will turn it up side down just like their own countries... ! BE CAREFUL!!! DO NOT LET THEM IN!!! We Iranians lost our country over Arab invasion whereas we were GREAT civilization before they come into our country and we are still fighting for simple human right today!!!,768a28a9e95,461,83,8,0,False,False,4.566265060240964,10.5,461
4628,1,"they can, but the argument is near 100% about what 2 adults want and their rights ect... no one mentions the point of the marriage beyond the title and bit of paper you sign. im just raising a point ive heard a few times now. that people see all this marriage arguments as missing the point of what it was in the first place, the contract to stay together for the good of the family, at least until they are old enough to not be effected. the idea of a marriage been not that serious and everyone can have one then just split up is seen as removing the drive and social expectation to stay as a couple to raise a kid. obviously alot of factors in single parent rates, but devils advocate, that is a legit worry people have",337270198ac,722,140,5,0,False,False,4.164285714285715,28.0,722
4632,0,"I beg to disagree, they will be all inclusive when they adopt a strict female/male parity 50% male 50% female armed forces gender ratio...this should suffice in scaring the living s....out of Isis on the battlefields",18711ed1075,216,36,1,0,False,False,5.027777777777778,36.0,216
4634,1,"God loves everybody ... That is true. He create us for: love, species perpetuation, spiritual evolution and to pass the knowledge to our children. Can gay people do everything that God made humans for? .... It is a shame that gay will never fell the joy of having their own children.",f19f5b10cb4,283,51,5,0,False,False,4.568627450980392,10.2,283
4640,0,"Definition of mental illness any of a broad range of medical conditions (such as major depression, schizophrenia, obsessive compulsive disorder, or panic disorder) that are marked primarily by sufficient disorganization of personality, mind, or emotions to impair normal psychological functioning and cause marked distress or disability and that are typically associated with a disruption in normal thinking, feeling, mood, behavior, interpersonal interactions, or daily functioning ..... So if you think that a different sexual orientation to the majority is a disruption in normal thinking, then maybe by your definition you are correct. Since we are all different, maybe we are all mentally ill?",1bd6c8063af,698,103,3,0,False,False,5.786407766990291,34.333333333333336,698
4643,0,"Fortunately sd is merely a counter trend towards a long and steady development of a more tolerant society. When polled swedes are more tolerant and feel more secure than ever. Sd too will pass to the cesspool of history. We won't laugh about though, just feel shame.",80c30c41cde,266,47,4,0,False,False,4.680851063829787,11.75,266
4644,1,"I have nothing against transgenders but I am not astonished by Trump comments. Time is hard for endangered by war US army and they must cut corners despite the outrage of people with leftist viewpoint. I think that US army simply can't afford a third kind of dressing rooms, toilets, showers and so on. I can't imagine how would a naked soldier girl have felt if she had taken shower together with a naked transgender ""men"" in the bathroom for women? By the way, i think that the number of transgenders willing to join any army is so small that this is not a problem but only an artificially triggered squabble between politically correct leftists and republicans.",548c0f563ed,664,117,5,0,False,False,4.683760683760684,23.4,664
4646,0,"Stereotyping, whether about ""dirty Romanians"" or ""racist Swedes"" is just wrong. I think most people of Sweden are very nice and open minded and shouldn't be represented by a few bigots.",5bebcab46f8,185,31,2,0,False,False,5.0,15.5,185
4653,1,I've just read that 4 out of 5 are not from Syria yet they still INVADE countries.....this is a disgrace and the EU leaders have just handed Europe over and then they have gone quiet......it's shocking and unacceptable and needs sorting now not discussed next Wednesday as l've just heard.....they should be discussing this now on the W/end and resolve this major mess up!!!,ce2474cf023,374,64,2,0,False,False,4.859375,32.5,374
4656,1,"EU is supposed to give to Greece 474 million euros in the next 5 years. Until now they haven't given not even 1/10 of this amount ,most countries haven't even sent immigration officers that they have agreed in an EU summit 2-3 months ago. Also the government can't spend any money without EU concession. And about the corrupted governments in 80% of the scandals a German company was behind bribing those bastard politicians.",842f9463234,425,73,4,0,False,False,4.835616438356165,18.25,425
4657,0,Really you obviously don't know any transgendered people...i'm not sure what you're alluding to but they would be every bit as capable as you in protecting the Nation they serve...minus your very narrow and misinformed view and attitude towards transgendered people...obviously a trump like Trump!!,e36cd0ea78c,298,45,2,0,False,False,5.644444444444445,23.0,298
4662,0,And Hungary is actually helping. We just can't help EVERYONE! http://www.theguardian.com/world/datablog/2015/may/11/which-eu-countries-receive-the-most-asylum-seekers,c2c808d3329,166,11,3,0,False,False,14.181818181818182,3.6666666666666665,166
4663,0,"These people are not a just representation for out great country. On behalf of all intelligent swedes of all origins, we are sorry for this great political embarassment. They do not represent the average swede and Im sure the Vikings wich they hold in such high regard would be ashamed to. World, we are truly sorry. UrbanArtist Viktor Byhr and Sweden.",5b55e30f381,352,61,5,0,False,False,4.786885245901639,12.2,352
